PARKING_ZONE,ZONE_CAP,SEG_CAP,ZONE_TYPE,STALL_TYPE,ADDRESS_DESC,BLOCK_SIDE,PERMIT_ZONE,STATUS,PRICE_ZONE,ENFORCEABLE_TIME,MAX_TIME,PARKING_RESTRICT_TYPE,PARKING_RESTRICT_TIME,NO_PARKING,NO_STOPPING,line,BRZ_NAME
4484,,,Parking Zone,Parallel,"15 Av SW ,  Fr 2 St SW To 4 St SW",S,4484,Active,13,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0701685 51.0387295, -114.0703311 51.0387341))",
4466,,,Parking Zone,Parallel,"6 St SW ,  Fr 15 Av SW To 17 Av SW",E,4466,Active,11,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0768088 51.0381243, -114.0768192 51.0379716))",Uptown 17
2151,,,Handicapped Zone,Parallel,"8 Av SW ,  Fr 9 St SW To 10 St SW",N,2151,Removed,7,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0841832 51.0461785, -114.0840641 51.0461751))",Downtown
2100,,,Parking Zone,Parallel,"5 St SE ,  Fr 6 Av SE To 7 Av SE",E,2100,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0507066 51.0466693, -114.0506919 51.0468758))",
2100,,,Parking Zone,Parallel,"5 St SE ,  Fr 6 Av SE To 7 Av SE",E,2100,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0507299 51.0463431, -114.0507142 51.0465638))",
2103,,,Parking Zone,Parallel,"7 Av SE ,  Fr 4 St SE To 5 St SE",N,2103,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0521756 51.0462261, -114.0509785 51.0461917))",
2117,,,Parking Zone,Parallel,"7 Av SE ,  Fr 5 St SE To 6 St SE",N,2117,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0503692 51.0461688, -114.0503653 51.0461709, -114.0503599 51.0461727, -114.0503538 51.0461738, -114.0503478 51.046174, -114.0486413 51.0461256, -114.0486351 51.046125, -114.0486294 51.0461236, -114.0486241 51.0461213, -114.0486204 51.0461189))",
2121,,,Parking Zone,Parallel,"5 St SE ,  Fr 6 Av SE To 7 Av SE",E,2121,Active,1,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.0505494 51.0468713, -114.050588 51.0463387))",
3309,,,Parking Zone,Parallel,"11 Av SW ,  Fr 9 St SW To 10 St SW",S,3309,Active,8,0910-1520 MON-FRI,120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0844051 51.0429213, -114.0845925 51.0429265, -114.0847132 51.0429303, -114.0848123 51.0429329, -114.0848133 51.0429329))",
2347,,,Parking Zone,Parallel,"7 Av SE ,  Fr 5 St SE To 6 St SE",S,2347,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0486234 51.0460392, -114.0486293 51.0460348, -114.0486392 51.0460314, -114.0486491 51.0460306, -114.0500431 51.0460706, -114.0500724 51.0460789))",
1894,,,Parking Zone,Parallel,"10 St SW ,  Fr 6 Av SW To 7 Av SW",W,1894,Active,7,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.086132 51.0476787, -114.0861119 51.0479637))",Downtown
1894,,,Parking Zone,Parallel,"10 St SW ,  Fr 6 Av SW To 7 Av SW",W,1895,Active,7,0910-1750 MON-FRI,60,none,none,,,"MULTILINESTRING ((-114.0861502 51.0473696, -114.08615 51.0473734, -114.0861366 51.0475708))",Downtown
1656,,,Parking Zone,Parallel,"10 St SW ,  Fr 5 Av SW To 6 Av SW",W,1656,Active,7,0910-1520 MON-FRI,180,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0860798 51.0483558, -114.0860674 51.0485381))",Downtown
1656,,,Parking Zone,Parallel,"10 St SW ,  Fr 5 Av SW To 6 Av SW",W,1656,Active,7,0910-1520 MON-FRI,180,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0860552 51.0487037, -114.08604 51.0489066))",Downtown
3542,,,Loading Zone,Parallel,"12 Av SW ,  Fr 11 St SW To 12 St SW",S,3542,Active,8,0910-1750 MON-SAT,20,AM,07:00 - 09:00,,,"MULTILINESTRING ((-114.0906235 51.0421402, -114.0908144 51.0421457))",
2337,,,Parking Zone,Parallel,"5 St SE ,  Fr 7 Av SE To 8 Av SE",W,2337,Active,1,0910-1750 MON-SAT,540,none,none,,,"MULTILINESTRING ((-114.0507925 51.0453891, -114.0507804 51.045558, -114.0507796 51.0455615, -114.0507773 51.0455654, -114.0507752 51.0455676))",
3386,,,Loading Zone,Parallel,"12 Av SW ,  Fr 4 St SW To 5 St SW",N,3386,Active,12,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0731658 51.0417367, -114.0730468 51.0417333, -114.0729669 51.0417311))",
5350,,,Parking Zone,Parallel,"Research Wy NW ,  Fr 33 St NW To 36 St NW",N,5350,Active,24,0910-1750 MON-FRI,540,none,none,,,"MULTILINESTRING ((-114.1374183 51.0842491, -114.1373189 51.0842492, -114.1370812 51.0842504, -114.1367618 51.0842511))",
4833,,,Parking Zone,Parallel,"23 Av SW ,  Fr 2 St SW To 4 St SW",N,4833,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0712552 51.0325188, -114.0709685 51.0325107))",4 Street SW
3556,,,Parking Zone,Parallel,"12 Av SW ,  Fr 10 St SW To 11 St SW",S,3556,Active,8,0910-1750 MON-FRI,120,AM,07:00 - 09:00,,,"MULTILINESTRING ((-114.0868107 51.0420268, -114.0871256 51.0420357, -114.0881512 51.0420644))",
3092,,,Parking Zone,Parallel,"10 Av SW ,  Fr 5 St SW To 6 St SW",S,3092,Active,9,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0757489 51.0436167, -114.0762727 51.0436315))",Beltline
4863,,,Parking Zone,Parallel,"24 Av SW ,  Fr 1 St SW To 2 St SW",N,4863,Active,16,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0668614 51.0314334, -114.0668035 51.0314324, -114.0667118 51.0314292, -114.0666662 51.031428))",
4876,,,Parking Zone,Parallel,"24 Av SW ,  Fr 2 St SW To 4 St SW",S,4876,Active,16,0910-1750 MON-SAT,30,none,none,,,"MULTILINESTRING ((-114.071059 51.0314838, -114.0713025 51.0314912))",4 Street SW
4877,,,Parking Zone,Parallel,"24 Av SW ,  Fr 2 St SW To 4 St SW",S,4877,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0706503 51.0314718, -114.071059 51.0314838))",4 Street SW
4863,,,Parking Zone,Parallel,"24 Av SW ,  Fr 1 St SW To 2 St SW",N,4863,Active,16,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0687314 51.0314864, -114.0680263 51.0314678, -114.0671861 51.0314437))",
2215,,,Parking Zone,Parallel,"4 St SW ,  Fr 7 Av SW To 8 Av SW",W,2215,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,none,,,"MULTILINESTRING ((-114.0716212 51.0463399, -114.0716212 51.0465808))",Downtown
4885,,,Parking Zone,Parallel,"4 St SW ,  Fr 24 Av SW To 25 Av SW",E,4885,Active,16,"0910-1520 MON-FRI, 0910-1750 SAT",120,AM&PM,"07:00 - 08:30 , 15:30 - 18:00",,,"MULTILINESTRING ((-114.0714239 51.0309961, -114.0714244 51.0307291, -114.0714241 51.0307166))",4 Street SW
4875,,,Taxi Zone,Parallel,"25 Av SW ,  Fr 4 St SW To 5 St SW",N,4875,Active,16,0910-1750 MON-SAT,1440,none,none,,,"MULTILINESTRING ((-114.0718528 51.0306305, -114.071743 51.0306303))",4 Street SW
4882,,,Parking Zone,Parallel,"25 Av SW ,  Fr 2 St SW To 4 St SW",N,4882,Active,16,0910-1750 MON-SAT,120,none,none,,,"MULTILINESTRING ((-114.0711716 51.030634, -114.0711698 51.0306344, -114.0711663 51.0306352, -114.0711628 51.0306358, -114.0711592 51.0306364, -114.0711556 51.0306367, -114.0711519 51.0306369, -114.0711461 51.030637, -114.0711403 51.030637, -114.0711344 51.0306371, -114.0711286 51.030637, -114.0711228 51.030637, -114.0711171 51.0306369, -114.0711115 51.0306368, -114.0711058 51.0306368, -114.0711002 51.0306367, -114.0710946 51.0306365, -114.0710312 51.0306346))",4 Street SW
4462,,,Parking Zone,Parallel,"17 Av SW ,  Fr 5 St SW To 6 St SW",N,4462,Active,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0766783 51.0378832, -114.0764536 51.0378833, -114.0759092 51.0378837))",Uptown 17
4464,,,Parking Zone,Parallel,"17 Av SW ,  Fr 5 St SW To 6 St SW",N,4464,Active,11,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0755317 51.037884, -114.0746248 51.037885, -114.074621 51.037885, -114.07461 51.0378852, -114.0746026 51.0378854, -114.0745963 51.0378856))",Uptown 17
4476,,,Parking Zone,Parallel,"17 Av SW ,  Fr 4 St SW To 5 St SW",N,4476,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0740212 51.0378842, -114.0731457 51.0378842))",Uptown 17
4477,,,Loading Zone,Parallel,"17 Av SW ,  Fr 4 St SW To 5 St SW",N,4477,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",20,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0731457 51.0378842, -114.0730273 51.0378843))",Uptown 17
4478,,,Parking Zone,Parallel,"17 Av SW ,  Fr 4 St SW To 5 St SW",N,4478,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0728655 51.0378843, -114.0720556 51.0378839))",Uptown 17
4491,,,Handicapped Zone,Parallel,"17 Av SW ,  Fr 2 St SW To 4 St SW",N,4491,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0701174 51.0378843, -114.0699882 51.0378845))",Uptown 17
4492,,,Parking Zone,Parallel,"17 Av SW ,  Fr 2 St SW To 4 St SW",N,4492,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0699882 51.0378845, -114.0697227 51.0378837))",Uptown 17
4492,,,Parking Zone,Parallel,"17 Av SW ,  Fr 2 St SW To 4 St SW",N,4492,Active,13,"0910-1520 MON-FRI, 0910-1750 SAT",120,PM,15:30 -18:00,,,"MULTILINESTRING ((-114.0694419 51.0378847, -114.0691493 51.0378847))",Uptown 17
3902,,,Loading Zone,Parallel,"13 Av SW ,  Fr 4 St SW To 5 St SW",S,3902,Active,13,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0729694 51.0406935, -114.0730634 51.0406962))",
3854,,,Loading Zone,Parallel,"14 Av SW ,  Fr 8 St SW To 9 St SW",N,3854,Active,9,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.0821594 51.0400976, -114.082014 51.0400933, -114.0819719 51.0400925, -114.0819444 51.0400911, -114.0819187 51.0400904))",
3866,,,Loading Zone,Parallel,"14 Av SW ,  Fr 7 St SW To 8 St SW",N,3866,Active,9,0910-1750 MON-SAT,20,none,none,,,"MULTILINESTRING ((-114.081332 51.0400752, -114.0811641 51.0400684, -114.0811612 51.0400683))",
1073,,,Parking Zone,Parallel,"5 St SW ,  Fr Eau Claire Av SW To 2 Av SW",E,1073,Active,5,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0733004 51.0523683, -114.0733501 51.0516732))",Downtown
1059,,,Parking Zone,Parallel,"6 St SW ,  Fr Eau Claire Av SW To 2 Av SW",E,1059,Active,5,0910-1750 MON-SAT,180,none,none,,,"MULTILINESTRING ((-114.0757537 51.0523721, -114.0757944 51.0517892))",Downtown
3385,,,Parking Zone,Parallel,"12 Av SW ,  Fr 4 St SW To 5 St SW",N,3385,Active,12,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0738068 51.0417549, -114.0737869 51.0417542, -114.0731658 51.0417367))",
2216,,,Loading Zone,Parallel,"4 St SW ,  Fr 7 Av SW To 8 Av SW",W,2216,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",20,none,none,,,"MULTILINESTRING ((-114.0716277 51.0458933, -114.0716277 51.0459275))",Downtown
1880,,,Parking Zone,Parallel,"6 Av SE ,  Fr 5 St SE To 6 St SE",N,1880,Active,1,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.050319 51.0471118, -114.0503154 51.0471143, -114.0503123 51.047117, -114.0503107 51.0471182, -114.0503093 51.047119, -114.0503068 51.0471202, -114.0503047 51.047121, -114.0503026 51.0471216, -114.0503002 51.0471221, -114.0502979 51.0471223, -114.0502959 51.0471224, -114.050294 51.0471224, -114.0492165 51.0470915, -114.049212 51.0470913, -114.0492069 51.0470904, -114.0492024 51.0470887, -114.0492004 51.0470877, -114.0491906 51.0470792))",
3371,,,Access Calgary Loading Zone,Parallel,"12 Av SW ,  Fr 5 St SW To 6 St SW",N,3371,Active,9,0910-1750 MON-SAT,10,none,none,,,"MULTILINESTRING ((-114.0758237 51.0418127, -114.0757382 51.0418102))",
1029,,,Parking Zone,Parallel,"7 St SW ,  Fr 1 Av SW To 2 Av SW",W,1029,Active,6,0910-1750 MON-FRI,180,none,none,,,"MULTILINESTRING ((-114.0784436 51.051863, -114.0784277 51.0520893))",Downtown
2215,,,Valet Parking Zone,Parallel,"4 St SW ,  Fr 7 Av SW To 8 Av SW",W,2215,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",60,none,none,,,"MULTILINESTRING ((-114.0716282 51.0459504, -114.0716282 51.0461032))",Downtown
2455,,,Parking Zone,Parallel,"9 Av SW ,  Fr 4 St SW To 5 St SW",N,2455,Active,4d,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0734825 51.044968, -114.0725707 51.0449423))",Downtown
1600,,,Parking Zone,Parallel,"4 Av SE ,  Fr Centre St S To 1 St SE",S,1600,Active,4a,"0710-1750 MON-FRI, 0910-1750 SAT",120,none,none,,,"MULTILINESTRING ((-114.0606033 51.049199, -114.0606329 51.0491963, -114.0606731 51.0491952, -114.0609022 51.0492019))",Downtown
1284,,,Parking Zone,Parallel,"8 St SW ,  Fr 3 Av SW To 4 Av SW",W,1284,Active,6,0910-1750 MON-FRI,120,none,none,,,"MULTILINESTRING ((-114.0810323 51.050385, -114.0810142 51.0506382, -114.081013 51.0506454))",Downtown
