DESCRIPTION,PARKING_ZONE,STALL_TYPE,STATUS,ADDRESS_DESC,CTP_CLASS,DOT,ENFORCEABLE_TIME,NO_PARKING,NO_STOPPING,PARKING_RESTRICTION,TIME_RESTRICTION,CAMERA,OCTANT,line,GLOBALID
SCH839,NA,Parallel,Active,Mckenzie Lake School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-113.9847489 50.906843, -113.9848567 50.9068428))",5a1aab05-3ac0-4254-8065-a2ab3e9491e6
SCH842,NA,Parallel,Active,St James School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.111902 51.0013363, -114.1120808 51.0013365))",051412c6-4dbe-4748-92da-620485d31453
SCH846,R,Parallel,Active,Calgary Jewish Academy,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0934155 50.9935823, -114.0934214 50.9935862, -114.0934271 50.9935901, -114.0934342 50.9935933, -114.0934445 50.9935971, -114.0934452 50.9935974, -114.0934519 50.9935996, -114.0934575 50.9936007, -114.093463 50.9936017, -114.0934695 50.9936017, -114.0934751 50.9936011, -114.0934823 50.9936002, -114.0934893 50.9935984, -114.0934954 50.9935953, -114.0935021 50.9935919, -114.0935055 50.9935876))",5c202e8a-da88-472f-b0c2-5f227db1bf42
SCH847,R,Parallel,Active,Calgary Jewish Academy,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.093414 50.9937188, -114.0934134 50.9937218, -114.0934132 50.9937273, -114.0934132 50.9937305, -114.0934138 50.9937376, -114.0934156 50.9937434, -114.0934183 50.9937481, -114.0934228 50.9937523, -114.0934282 50.9937569, -114.0934374 50.9937634, -114.0934437 50.9937658, -114.0934508 50.9937687, -114.0934598 50.9937711, -114.0934695 50.993773, -114.0934795 50.9937743, -114.0934882 50.9937744, -114.0934998 50.9937739, -114.0935144 50.9937732, -114.0935294 50.9937724, -114.0935411 50.9937719, -114.0935534 50.9937711, -114.0935646 50.9937703, -114.0935757 50.993769, -114.0936023 50.9937659, -114.0936154 50.9937648, -114.0936324 50.9937628, -114.0936507 50.9937602, -114.093654 50.9937589, -114.0936554 50.9937582))",d0f5d369-2877-47ce-992f-1e94cc888dcd
SCH853,NA,Parallel,Active,St William School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0574331 50.9528296, -114.0574873 50.9528296, -114.0576254 50.9528296, -114.0578905 50.9528301, -114.0579199 50.9528301, -114.058175 50.9528298, -114.0584501 50.9528302, -114.0587424 50.95283, -114.0590398 50.9528305, -114.0592998 50.9528308, -114.0595691 50.9528309, -114.0597315 50.9528307, -114.0597465 50.9528307, -114.0598154 50.9528308))",a53a938f-d6b3-4380-8fd4-1983ee4c4591
SCH858,HH,Parallel,Active,Willow Park School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0611503 50.9582809, -114.0613812 50.9582814, -114.0614296 50.9582814, -114.0617822 50.9582816, -114.0618578 50.9582817))",387a53e8-8889-4b61-b76f-e8abe75d3a36
SCH860,HH,Parallel,Active,Willow Park School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0595306 50.9582803, -114.059553 50.9582804, -114.05983 50.9582802))",37cc34fd-902f-493e-8c50-b868db9c577e
SCH861,NA,Parallel,Active,Emily Follenbee School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0960423 51.0086699, -114.0960826 51.0086648, -114.0961101 51.0086622, -114.0961378 51.0086613, -114.0963425 51.0086608, -114.0964422 51.0086606))",6397174b-6fe3-4a1c-a68f-a6bbfee415e5
SCH863,NA,Parallel,Active,Emily Follenbee School,Residential Street,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.0948224 51.0086687, -114.0948533 51.0086823, -114.0948577 51.0086838, -114.0948665 51.0086862, -114.0948752 51.0086879, -114.0948842 51.0086889, -114.0948933 51.0086892, -114.0949488 51.0086892))",70644a82-141b-4346-a126-82ee2e964cb8
SCH905,NA,Parallel,Active,Richmond School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1146866 51.0303573, -114.1149244 51.0303576))",30f4666f-f918-4488-ab68-83517e6bd0c3
SCH909,NA,Parallel,Active,Sunalta School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,SW,"MULTILINESTRING ((-114.1111668 51.0408877, -114.1112392 51.0409243, -114.1113959 51.0409682))",06ce8be4-238a-4fd9-9754-fe221f11a204
SCH910,NA,Parallel,Active,Sunalta School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1107279 51.0408403, -114.1107352 51.0408408, -114.1107487 51.0408414, -114.1107576 51.0408415, -114.1107646 51.0408415, -114.1107742 51.0408411, -114.1107838 51.0408401, -114.1107932 51.0408386, -114.1108026 51.0408367, -114.1108119 51.0408345, -114.1108223 51.0408316, -114.1108323 51.0408286, -114.1108419 51.0408254, -114.1108513 51.0408218, -114.1108603 51.0408179, -114.1108627 51.0408168, -114.1108649 51.0408157, -114.1108672 51.0408146, -114.1108695 51.0408134, -114.1108717 51.0408123, -114.1108777 51.0408088, -114.1108833 51.040805, -114.1108886 51.0408011, -114.1108936 51.0407969, -114.1108984 51.0407925, -114.1108989 51.0407919, -114.1109017 51.0407889, -114.1109034 51.040787, -114.1109074 51.0407815))",498e7ca0-3865-49c7-865b-fe2e4e791ff8
SCH918,NA,Parallel,Active,Senator Patrick Burns School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1147812 51.0886862, -114.1148088 51.0886918, -114.1148577 51.0887015, -114.1151177 51.0887568, -114.1151825 51.0887703, -114.115399 51.0888153, -114.1156505 51.0888684, -114.115882 51.0889173, -114.1161198 51.0889634, -114.1163864 51.0890176, -114.1166661 51.0890751, -114.1168878 51.0891215, -114.1170468 51.0891552, -114.1170858 51.0891631, -114.1171094 51.0891669, -114.1171336 51.0891686))",255f9d00-20cd-4038-b879-f57e30c99cb2
SCH926,NA,Parallel,Active,Varsity Acres School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1490779 51.0922928, -114.1491386 51.0923092, -114.149154 51.0923114, -114.1491699 51.0923122, -114.1491857 51.0923115, -114.1492012 51.0923093, -114.149221 51.0923065, -114.1492412 51.0923058, -114.1492613 51.092307, -114.1492809 51.0923102, -114.149313 51.092316, -114.1494414 51.0923391, -114.1494518 51.0923409, -114.1495313 51.0923549))",ebe1be0d-d128-4f41-a03f-d756d52d7d0e
SCH937,NA,Parallel,Active,Christine Meikle School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,,"MULTILINESTRING ((-114.1603184 51.0846508, -114.1604662 51.0846494))",d76b1985-4c20-4a9b-bdce-424de11f07d7
SCH944,NA,Parallel,Active,William Aberhart High School,Collector,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1142467 51.078639, -114.1145746 51.0788053))",acbf3aeb-0338-419a-9b4e-d77a27d69c40
SCH948,UU,Parallel,Active,F. E. Osborne School,Collector,E,0001-2359 MON-SUN,,0001-2359 MON-SUN,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.1620881 51.0933393, -114.1623851 51.0933))",580f0178-2b20-47c1-a82b-c2734614a3dd
SCH95,NA,Parallel,Active,Mountain View Academy,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,NONE,FR,NE,"MULTILINESTRING ((-113.9874036 51.0836079, -113.9883147 51.0836096))",d7006c06-9b59-4bcc-a133-e29d2e25f9dc
SCHl1049,NA,Parallel,Active,Our Lady of Assumption School,Residential Street,E,0001-2359 MON-SUN,0001-2359 MON-SUN,,NONE,0001-2359 MON-SUN,FR,NW,"MULTILINESTRING ((-114.1916909 51.0837573, -114.1921741 51.0837568))",7d7f14d8-a147-4b1b-8889-17011fb6c5a4
SCH998,F,Parallel,Active,Rosedale School,Residential Street,E,"0700- 0900 MON-FRI,1500-1630 MON-FRI",,,NONE,"0700-0900,1500-1630 MON-FRI",FR,NW,"MULTILINESTRING ((-114.0815434 51.0638264, -114.0817836 51.0638258))",e4bcca39-d8cf-4053-83e6-bbfbba6a08e9
SCH341,F,Parallel,Active,Rosedale School,Residential Street,E,0700- 1700 MON-FRI,,,30,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0817836 51.0638258, -114.0821513 51.0638249, -114.0822776 51.0638249, -114.0822921 51.0638256, -114.0823063 51.0638277))",0e2a0b73-1692-408d-a7da-d1ce8fb98dde
SCH661,JJ,Parallel,Active,Balmoral School,Residential Street,E,"0700-0900 MON-FRI,1400-1600 MON-FRI",,"0700-0900 MON-FRI,1400-1600 MON-FRI",NONE,"0700-0900,1400-1600 SCHOOL DAYS",FR,NW,"MULTILINESTRING ((-114.0651891 51.0687561, -114.0652135 51.0687562, -114.0655483 51.0687571, -114.0659331 51.0687573, -114.0659699 51.0687571, -114.0660061 51.0687569, -114.0661873 51.0687559, -114.0665671 51.0687568, -114.0667921 51.0687564, -114.0669908 51.0687559, -114.0672198 51.0687556, -114.0672543 51.0687553, -114.0672594 51.068755))",ca849bca-e773-492d-8938-740da99f22d3
SCH69,NA,Parallel,Active,Connect Charter School,Residential Street,E,"0700-0900 MON-FRI,1500-1630 MON-FRI","0700-0900 MON-FRI,1500-1630 MON-FRI",,NONE,"0700-0900,1500-1630 SCHOOL DAYS",FR,SW,"MULTILINESTRING ((-114.1350318 51.0006311, -114.1352034 51.0007146, -114.1352483 51.0007363, -114.1353934 51.0008076, -114.1354557 51.0008377, -114.1355046 51.0008615, -114.1355815 51.000899, -114.1356578 51.0009399, -114.1357118 51.0009735, -114.1357738 51.0010179, -114.1358376 51.0010642, -114.135901 51.0011104, -114.1359749 51.0011661, -114.1360528 51.0012251, -114.1361326 51.0012826, -114.1361783 51.0013164, -114.1361974 51.0013278, -114.1362168 51.0013358, -114.1362211 51.0013366, -114.1362306 51.0013385))",904c1849-c23f-4094-a985-ddf331d8f032
SCH342,F,Parallel,Active,Rosedale School,Residential Street,E,"0700-0900 MON-SUN,1500-1630 MON-SUN","0700-0900 MON-SUN,1500-1630 MON-SUN",,NONE,"0700-0900 MON-SUN,1500-1630 MON-SUN",FR,NW,"MULTILINESTRING ((-114.0812755 51.0638425, -114.0812832 51.0638416, -114.0812934 51.0638397, -114.0813061 51.0638362, -114.0813176 51.0638323, -114.0813379 51.0638281, -114.0813593 51.0638268, -114.0815434 51.0638264))",da129ed1-75db-4989-be24-6574692712a1
SCH119,NA,Parallel,Active,Blessed Mary Rose School,Residential Street,E,0700-1600 MON-FRI,0700-1600 MON-FRI,,NONE,0700-1600 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1471226 51.1601387, -114.1471944 51.1601673, -114.1473703 51.1602256, -114.1474441 51.1602447, -114.1475222 51.1602617, -114.1476624 51.1602875, -114.1481527 51.160359, -114.1485768 51.1604212))",dc777fd4-41ff-43eb-b089-1770e5043e93
R1104,G,Parallel,Active,St. Angela Workplace School,Residential Street,E,0700-1700 MON-FRI,,,15,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0484972 51.0546317, -114.0495196 51.0546316))",77e9d4cc-c6d3-4dcd-87f1-3623eff6a202
SCH100,NA,Parallel,Active,Simons Valley School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.104668 51.1399652, -114.1048719 51.1400454, -114.1049996 51.1400898))",87c68da6-72b0-41f7-8c60-c9405cb589c5
SCH1008,NA,Parallel,Active,Langevin School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0472789 51.0532212, -114.0473006 51.0532149, -114.0473287 51.0532123, -114.0478907 51.0532138))",da9c700d-acc3-424e-b723-6592fd66bcd2
SCH101,NA,Parallel,Active,Monsignor Neville Anderson School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1032855 51.1393552, -114.1039847 51.1396622))",4e724ca7-36a9-4247-ad0e-971cd471b287
SCH102,EE,Parallel,Active,St. Andrew School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1469465 51.0170643, -114.1482247 51.016694, -114.1482428 51.0166867, -114.1482605 51.0166766))",a4a6eb07-535a-41d4-8e91-8edccfd317b6
SCH1052,NA,Parallel,Active,Alex Munro School,Collector,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0611531 51.1211893, -114.0617619 51.1211899))",e0d6cbfc-f4f5-4645-988b-bfc732de2041
SCH1053,NA,Parallel,Active,Alex Munro School,Collector,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0604886 51.1211891, -114.0607331 51.1211896))",0ba9da04-532b-42a2-aa60-0710749f7abe
SCH11,RCK,Parallel,Active,Rosscarrock,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1437705 51.0414686, -114.1452875 51.0414708, -114.1453198 51.0414692, -114.1453391 51.041465, -114.1453624 51.0414559))",165f4ccc-fc72-4459-bdf6-417fdf703ed7
SCH110,NA,Parallel,Active,Father Doucet School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0857586 50.9095716, -114.0859491 50.909513, -114.0860352 50.9094901, -114.0860485 50.9094868, -114.0860619 50.9094835, -114.0860752 50.9094802, -114.0860931 50.9094758, -114.0861109 50.9094714, -114.0861288 50.909467, -114.0861466 50.9094627, -114.0861645 50.9094584, -114.0861853 50.9094534, -114.0862062 50.9094485, -114.0862271 50.9094438, -114.0862481 50.9094391, -114.0862691 50.9094345, -114.0862887 50.9094303, -114.0863083 50.9094261, -114.086328 50.909422, -114.0863477 50.9094181, -114.0863675 50.9094142, -114.08639 50.9094099, -114.0864125 50.9094056, -114.086435 50.9094014, -114.0864576 50.9093972, -114.0864802 50.9093931, -114.0865048 50.9093887, -114.0865295 50.9093842, -114.0865542 50.9093799, -114.0865789 50.9093756, -114.0866037 50.9093714, -114.0866236 50.9093682, -114.0866435 50.9093651, -114.0866635 50.909362, -114.0867702 50.9093445))",d0046b62-ee4e-45d1-835a-bb04e53e2936
SCH1136,SCH,Parallel,Active,Eric Harvie School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.2505237 51.1289246, -114.2507176 51.1288533, -114.2509086 51.1287789, -114.2510966 51.1287016, -114.2512814 51.1286214, -114.2513291 51.1286))",919a644e-44e1-4313-8fb9-cff47346b1e7
SCH129,NA,Parallel,Active,Chaparral School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.044091 50.8829795, -114.0441891 50.8830078, -114.0443255 50.8830509, -114.044459 50.8830975, -114.0445894 50.8831474, -114.0447166 50.8832006, -114.0448402 50.883257, -114.0449601 50.8833165, -114.0450761 50.883379, -114.045188 50.8834444))",eaf1d949-c3bc-4a4c-bf6e-b48a276326dd
SCH130,NA,Parallel,Active,St. Sebastian Elementary School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0286582 50.8852126, -114.0287162 50.8852037, -114.0288326 50.8851875, -114.02895 50.8851747, -114.0290682 50.8851652, -114.0291869 50.8851591, -114.0293059 50.8851563, -114.0294251 50.8851569, -114.0294999 50.8851594))",c8de3ebf-d3c4-4d8a-8db0-2cc29bd30b63
SCH140,NA,Parallel,Active,William D Pratt School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.2237612 51.1502261, -114.2239199 51.1501513, -114.2240743 51.1500731, -114.2242242 51.1499914, -114.2243695 51.1499065, -114.2245099 51.1498185, -114.2246452 51.1497274, -114.2247754 51.1496334, -114.2248865 51.1495475))",2886dd18-b319-4f60-8ced-5430d12d3e38
SCH179,NA,Parallel,Active,St. Maria Goretti Elementary School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.176813 51.1347764, -114.1768469 51.1347775, -114.1769028 51.1347794, -114.1769707 51.1347822, -114.177059 51.1347864, -114.1771442 51.1347904, -114.1771847 51.1347929, -114.1772419 51.1347964))",eef7f5da-c7a6-46e9-b2af-a566cb1ac0d5
SCH219,NA,Parallel,Active,St. Rita School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1819344 51.1202338, -114.1820443 51.1202465, -114.1821196 51.1202551, -114.1822312 51.1202676))",62d158c6-47cf-4a30-909a-46842d455942
SCH220,NA,Parallel,Active,St. Rita School,Collector,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1811488 51.1201436, -114.1813284 51.1201634, -114.1815046 51.1201837))",75930fd1-00fc-480d-a1f7-041ae9b75ae3
SCH23,J,Parallel,Active,Our Lady of Lourdes,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0679436 51.0361377, -114.0683957 51.0361504))",7dafed5e-d9f3-41ee-a5e5-1b212d737528
SCH240,NA,Parallel,Active,Jennie Elliott School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1274387 50.9965522, -114.1276635 50.9965008, -114.1278622 50.9964551, -114.1278769 50.9964516, -114.127893 50.9964467, -114.1279192 50.9964371))",c52f5473-e53d-4eae-b7a2-68602eccc455
SCH252,WHI,Parallel,Active,St. Wilfrid Elementary School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-113.9692137 51.092413, -113.9696157 51.0924133))",93438426-079f-45e2-920a-c9447063917d
SCH253,WHI,Parallel,Active,St. Wilfrid Elementary School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-113.9684935 51.0924125, -113.9685239 51.0924126, -113.9685937 51.0924133, -113.9686585 51.0924134, -113.9687474 51.0924128))",112cf023-4677-446a-9e6e-491df57bc4af
SCH255,NA,Parallel,Active,Maple Ridge School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0417879 50.9627772, -114.042174 50.9626523))",61b37f6f-a8af-4e65-a25f-304c1bd684c0
SCH256,NA,Parallel,Active,R. T. Alderman School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0424382 50.9625663, -114.0458494 50.9614586))",8fc4dd5d-3000-499c-8a24-b47df774b2dc
SCH277,R,Parallel,Active,Chinook Park School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,,"MULTILINESTRING ((-114.0886375 50.9869107, -114.0888443 50.9868809, -114.0896675 50.9868994))",0aa6cbea-4f22-4199-b276-0181654bb7dd
SCH282,K,Parallel,Active,Hillhurst School,Collector,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.0919084 51.0595287, -114.0920026 51.0595305, -114.0922866 51.0595289, -114.0923714 51.0595284, -114.0925034 51.0595276, -114.092613 51.0595275, -114.0927259 51.0595271, -114.0928745 51.0595267, -114.0930365 51.0595268, -114.0931204 51.0595254, -114.0932083 51.0595246, -114.0933334 51.0595244, -114.0934487 51.059524, -114.0935489 51.059524, -114.0936466 51.0595233, -114.0937623 51.0595236, -114.0937838 51.0595235))",bc5c03bb-af4e-4a3e-8920-d76c33e0a622
SCH293,SCA,Parallel,Active,Monsignor E. L. Doyle Elementary School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,<Null>,NONE,NONE,FR,NW,"MULTILINESTRING ((-114.2157065 51.1223251, -114.2157441 51.1223286, -114.2158178 51.1223394, -114.215901 51.1223539, -114.2160188 51.1223728, -114.2161974 51.1224066, -114.2162303 51.1224139, -114.216354 51.1224416, -114.2163653 51.1224443))",8d1f86f5-d283-4e77-8fa1-68948e2a8b90
SCH304,H,Parallel,Active,Westmount Mid/High School,Residential Street,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NW,"MULTILINESTRING ((-114.1318882 51.0714064, -114.1319476 51.0714136, -114.1320729 51.0714261, -114.132199 51.071435, -114.1323256 51.0714403, -114.1324525 51.071442, -114.1334277 51.071441))",da655e70-3d4c-4354-ae56-6aa7b9a19a20
SCH318,NA,Parallel,Active,St. Clare,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,NE,"MULTILINESTRING ((-114.0451047 51.1650255, -114.0452294 51.1650024, -114.0454028 51.164972, -114.0455644 51.1649454, -114.045735 51.1649191))",17254315-2bd7-41e4-9cb7-a27f4d174c9d
SCH349,NA,Parallel,Active,Lake Bonavista School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0405236 50.9448848, -114.0415143 50.9449478))",a2777a5a-1d90-4b79-9b20-8f15eda6757d
SCH350,NA,Parallel,Active,Lake Bonavista School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,NONE,FR,SE,"MULTILINESTRING ((-114.0391509 50.9445809, -114.0398067 50.9447786))",efc35c67-82ed-4903-8b00-5385a0b70523
SCH363,NA,Parallel,Active,Monsignor JJ Obrien School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1022063 50.9021483, -114.1027037 50.9021478, -114.1027238 50.9021478))",c5edeea6-7e34-46e9-a508-8e9e7ae6d804
SCH377,NA,Parallel,Active,Banting and Best School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0132377 50.9940734, -114.0134262 50.9940736))",ef85501a-7d4c-4830-a84e-3a1178a91c5b
SCH378,NA,Parallel,Active,Sherwood Community School,Collector,E,0700-1700 MON-FRI,0700-1700 MON-FRI,,NONE,0700-1700 SCHOOL DAYS,FR,SE,"MULTILINESTRING ((-114.0103881 50.99407, -114.0103927 50.99407, -114.010556 50.9940702, -114.0112679 50.994071))",b5f41c8d-ba17-481e-a77c-0e17dca44f7a
SCH4,WGT,Parallel,Active,Vincent Massey School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.1585804 51.0450556, -114.1586089 51.0450573, -114.1587411 51.0450637, -114.1589555 51.0450758, -114.1591448 51.0450857, -114.1593493 51.045097, -114.159517 51.0451066, -114.1596055 51.0451112, -114.1596463 51.0451136))",2bbb32b4-5e96-48c4-8dc6-48796cb8d3c6
SCH402,N,Parallel,Active,Bishop Grandin High School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0777599 50.9758888, -114.0792366 50.9760829))",eaf21235-dac6-49d7-8134-11cb0e2e7178
SCH404,N,Parallel,Active,Woodman School,Residential Street,E,0700-1700 MON-FRI,,0700-1700 MON-FRI,NONE,0700-1700 SCHOOL DAYS,FR,SW,"MULTILINESTRING ((-114.0815491 50.9763842, -114.0824695 50.9765048))",80012c36-546e-41c3-9dad-a4f1ba83a3ac
